t_s,i_A,v_bank_V
-2.0162500e-03,5.6416,49.803
-2.0137500e-03,-1.2384,49.795
-2.0112500e-03,-3.1008,49.792
-2.0087500e-03,1.7056,49.793
-2.0062500e-03,3.0192,49.816
-2.0037500e-03,-6.0768,49.782
-2.0012500e-03,7.3664,49.806
-1.9987500e-03,5.7152,49.823
-1.9962500e-03,-5.4720,49.776
-1.9937500e-03,-0.7664,49.792
-1.9912500e-03,5.3616,49.817
-1.9887500e-03,-2.5280,49.782
-1.9862500e-03,-0.0752,49.793
-1.9837500e-03,-0.0304,49.787
-1.9812500e-03,1.7008,49.803
-1.9787500e-03,-3.7648,49.783
-1.9762500e-03,11.4896,49.821
-1.9737500e-03,0.3808,49.797
-1.9712500e-03,-7.4912,49.781
-1.9687500e-03,2.6400,49.802
-1.9662500e-03,7.5904,49.827
-1.9637500e-03,-4.7824,49.788
-1.9612500e-03,-0.3920,49.813
-1.9587500e-03,0.9936,49.798
-1.9562500e-03,4.3008,49.802
-1.9537500e-03,-2.2288,49.796
-1.9512500e-03,5.0304,49.813
-1.9487500e-03,-3.6384,49.780
-1.9462500e-03,0.2336,49.788
-1.9437500e-03,3.1904,49.809
-1.9412500e-03,-0.1136,49.795
-1.9387500e-03,-4.4272,49.790
-1.9362500e-03,5.7216,49.811
-1.9337500e-03,0.6016,49.802
-1.9312500e-03,-0.9184,49.799
-1.9287500e-03,-0.2224,49.797
-1.9262500e-03,8.4416,49.833
-1.9237500e-03,-9.3920,49.765
-1.9212500e-03,4.5296,49.796
-1.9187500e-03,5.9872,49.820
-1.9162500e-03,-1.3072,49.798
-1.9137500e-03,-2.0080,49.816
-1.9112500e-03,2.0144,49.811
-1.9087500e-03,0.1680,49.807
-1.9062500e-03,-0.5840,49.804
-1.9037500e-03,1.1440,49.788
-1.9012500e-03,1.7360,49.826
-1.8987500e-03,-1.6672,49.804
-1.8962500e-03,2.8416,49.792
-1.8937500e-03,2.8176,49.791
-1.8912500e-03,-2.2400,49.784
-1.8887500e-03,2.4032,49.801
-1.8862500e-03,-1.9136,49.796
-1.8837500e-03,1.0496,49.795
-1.8812500e-03,-0.2512,49.807
-1.8787500e-03,2.6384,49.810
-1.8762500e-03,-6.1760,49.793
-1.8737500e-03,5.2976,49.794
-1.8712500e-03,8.7136,49.826
-1.8687500e-03,-1.1776,49.805
-1.8662500e-03,-6.9312,49.784
-1.8637500e-03,9.3552,49.804
-1.8612500e-03,-3.1840,49.785
-1.8587500e-03,0.1344,49.783
-1.8562500e-03,-2.4160,49.789
-1.8537500e-03,4.6656,49.804
-1.8512500e-03,-4.7008,49.783
-1.8487500e-03,7.5168,49.820
-1.8462500e-03,1.5584,49.816
-1.8437500e-03,-2.0832,49.794
-1.8412500e-03,-1.6816,49.799
-1.8387500e-03,7.7072,49.828
-1.8362500e-03,-7.5568,49.793
-1.8337500e-03,2.0224,49.797
-1.8312500e-03,2.4304,49.804
-1.8287500e-03,1.3904,49.798
-1.8262500e-03,-5.7952,49.787
-1.8237500e-03,14.9664,49.832
-1.8212500e-03,-1.3536,49.805
-1.8187500e-03,-7.9936,49.768
-1.8162500e-03,4.0688,49.803
-1.8137500e-03,6.7056,49.818
-1.8112500e-03,-5.1248,49.780
-1.8087500e-03,0.3088,49.789
-1.8062500e-03,1.3024,49.807
-1.8037500e-03,1.0096,49.804
-1.8012500e-03,1.8448,49.783
-1.7987500e-03,4.1728,49.809
-1.7962500e-03,-2.7536,49.782
-1.7937500e-03,-1.8960,49.785
-1.7912500e-03,4.4512,49.789
-1.7887500e-03,0.9408,49.815
-1.7862500e-03,-3.4768,49.774
-1.7837500e-03,0.8896,49.809
-1.7812500e-03,3.7984,49.802
-1.7787500e-03,-1.3344,49.802
-1.7762500e-03,1.4688,49.792
-1.7737500e-03,4.3552,49.840
-1.7712500e-03,-6.8656,49.774
-1.7687500e-03,6.4416,49.815
-1.7662500e-03,8.4720,49.851
-1.7637500e-03,-5.3168,49.794
-1.7612500e-03,-0.2384,49.779
-1.7587500e-03,1.5712,49.811
-1.7562500e-03,2.2912,49.812
-1.7537500e-03,-3.7552,49.784
-1.7512500e-03,2.9456,49.794
-1.7487500e-03,-0.2544,49.797
-1.7462500e-03,-1.7312,49.761
-1.7437500e-03,7.9248,49.821
-1.7412500e-03,3.5824,49.808
-1.7387500e-03,-5.0736,49.779
-1.7362500e-03,3.1568,49.789
-1.7337500e-03,-1.9008,49.802
-1.7312500e-03,0.7376,49.798
-1.7287500e-03,-0.1904,49.788
-1.7262500e-03,2.7584,49.796
-1.7237500e-03,-7.4816,49.784
-1.7212500e-03,8.6096,49.801
-1.7187500e-03,12.8864,49.844
-1.7162500e-03,-4.3552,49.802
-1.7137500e-03,-5.3248,49.772
