t_s,i_A,v_bank_V
-1.8387500e-03,6.1264,49.777
-1.8362500e-03,-1.9776,49.764
-1.8337500e-03,0.1776,49.756
-1.8312500e-03,-2.0800,49.788
-1.8287500e-03,1.9376,49.750
-1.8262500e-03,-0.5808,49.763
-1.8237500e-03,3.6432,49.776
-1.8212500e-03,-5.9824,49.788
-1.8187500e-03,-1.1504,49.757
-1.8162500e-03,12.7760,49.815
-1.8137500e-03,0.7584,49.800
-1.8112500e-03,-9.0528,49.767
-1.8087500e-03,5.0208,49.775
-1.8062500e-03,1.2256,49.777
-1.8037500e-03,-0.2576,49.773
-1.8012500e-03,-3.4480,49.767
-1.7987500e-03,3.0928,49.779
-1.7962500e-03,-1.4544,49.775
-1.7937500e-03,4.6384,49.786
-1.7912500e-03,1.6000,49.772
-1.7887500e-03,-3.3280,49.764
-1.7862500e-03,-0.3920,49.751
-1.7837500e-03,7.8240,49.771
-1.7812500e-03,-8.2064,49.759
-1.7787500e-03,-0.4448,49.754
-1.7762500e-03,4.5168,49.769
-1.7737500e-03,1.7168,49.764
-1.7712500e-03,-6.8192,49.750
-1.7687500e-03,11.0752,49.802
-1.7662500e-03,1.2544,49.794
-1.7637500e-03,-9.3952,49.737
-1.7612500e-03,3.6064,49.768
-1.7587500e-03,3.8464,49.780
-1.7562500e-03,-3.1600,49.769
-1.7537500e-03,-0.0896,49.777
-1.7512500e-03,2.6720,49.774
-1.7487500e-03,-0.9328,49.766
-1.7462500e-03,1.8240,49.771
-1.7437500e-03,8.6288,49.793
-1.7412500e-03,-8.4864,49.764
-1.7387500e-03,-4.3904,49.761
-1.7362500e-03,9.2384,49.801
-1.7337500e-03,1.6272,49.776
-1.7312500e-03,-5.4416,49.751
-1.7287500e-03,-0.2272,49.779
-1.7262500e-03,3.3088,49.761
-1.7237500e-03,0.1840,49.759
-1.7212500e-03,1.3440,49.771
-1.7187500e-03,2.0048,49.802
-1.7162500e-03,-10.3808,49.741
-1.7137500e-03,10.9168,49.790
-1.7112500e-03,6.9632,49.808
