t_s,i_A,v_bank_V
-1.9537500e-03,1.4208,49.722
-1.9512500e-03,6.9664,49.751
-1.9487500e-03,-1.0224,49.744
-1.9462500e-03,-4.5760,49.726
-1.9437500e-03,2.6304,49.719
-1.9412500e-03,-1.5664,49.719
-1.9387500e-03,-0.5296,49.723
-1.9362500e-03,-1.2624,49.729
-1.9337500e-03,0.5024,49.717
-1.9312500e-03,-2.7024,49.705
-1.9287500e-03,5.8256,49.727
-1.9262500e-03,2.1488,49.733
-1.9237500e-03,-4.9712,49.734
-1.9212500e-03,-0.7120,49.717
-1.9187500e-03,5.4752,49.728
-1.9162500e-03,-5.6640,49.724
-1.9137500e-03,-1.7680,49.713
-1.9112500e-03,1.7712,49.715
-1.9087500e-03,1.8976,49.724
-1.9062500e-03,-4.8400,49.715
-1.9037500e-03,8.9952,49.764
-1.9012500e-03,-2.2224,49.751
-1.8987500e-03,-4.0048,49.728
-1.8962500e-03,2.1600,49.722
-1.8937500e-03,2.0992,49.746
-1.8912500e-03,-4.6064,49.725
-1.8887500e-03,0.9472,49.728
-1.8862500e-03,0.8672,49.713
-1.8837500e-03,-0.4720,49.724
-1.8812500e-03,-0.6144,49.717
-1.8787500e-03,3.5968,49.727
-1.8762500e-03,-0.8112,49.734
-1.8737500e-03,-1.2496,49.717
-1.8712500e-03,-0.4976,49.725
-1.8687500e-03,1.2080,49.733
-1.8662500e-03,-0.5312,49.717
-1.8637500e-03,-1.7184,49.726
-1.8612500e-03,-0.8576,49.721
-1.8587500e-03,0.7184,49.711
-1.8562500e-03,1.8464,49.703
-1.8537500e-03,-1.0944,49.751
-1.8512500e-03,-2.1968,49.715
-1.8487500e-03,4.6848,49.729
-1.8462500e-03,2.0336,49.728
-1.8437500e-03,-3.9040,49.727
-1.8412500e-03,0.3824,49.728
-1.8387500e-03,-1.2496,49.733
-1.8362500e-03,0.8016,49.717
-1.8337500e-03,-1.5744,49.712
-1.8312500e-03,0.5584,49.713
-1.8287500e-03,-4.2528,49.744
-1.8262500e-03,5.5232,49.721
-1.8237500e-03,5.7696,49.768
-1.8212500e-03,-4.6816,49.733
-1.8187500e-03,-3.3808,49.731
-1.8162500e-03,6.6752,49.740
-1.8137500e-03,-3.8384,49.736
-1.8112500e-03,-2.3440,49.726
-1.8087500e-03,-0.5264,49.723
-1.8062500e-03,4.0944,49.724
-1.8037500e-03,-3.4336,49.722
-1.8012500e-03,2.9168,49.725
-1.7987500e-03,0.7696,49.715
-1.7962500e-03,-0.1744,49.712
-1.7937500e-03,-2.1488,49.710
-1.7912500e-03,2.7648,49.723
-1.7887500e-03,-5.7024,49.702
-1.7862500e-03,2.4464,49.718
-1.7837500e-03,0.8656,49.718
-1.7812500e-03,-0.7552,49.731
-1.7787500e-03,-3.8288,49.711
-1.7762500e-03,12.9424,49.770
-1.7737500e-03,-4.4512,49.779
-1.7712500e-03,-5.1680,49.731
-1.7687500e-03,3.5248,49.744
-1.7662500e-03,4.1520,49.746
-1.7637500e-03,-4.2608,49.723
-1.7612500e-03,-1.8176,49.729
-1.7587500e-03,0.4960,49.716
-1.7562500e-03,1.7840,49.724
-1.7537500e-03,0.7504,49.723
-1.7512500e-03,0.3600,49.728
-1.7487500e-03,-1.6032,49.729
-1.7462500e-03,1.6784,49.724
-1.7437500e-03,1.8864,49.699
-1.7412500e-03,-1.9360,49.716
-1.7387500e-03,-0.9360,49.729
-1.7362500e-03,-0.9264,49.735
-1.7337500e-03,1.9488,49.712
-1.7312500e-03,-1.5984,49.731
-1.7287500e-03,1.2384,49.729
-1.7262500e-03,-1.7408,49.773
-1.7237500e-03,0.3904,49.718
-1.7212500e-03,6.8800,49.750
-1.7187500e-03,-0.0800,49.748
