# source=omni.marble.coaster Kit extension (PhysX + PINN)
# charge_voltage_V=300.0
# capacitance_uF=470.0
# num_turns=30
# chi_eff=3.0
# inductance_uH=12.4061
# R_total_ohm=0.11021
# stored_energy_J=21.15
# rlc_regime=underdamped
# pinn_checkpoint=pinn_best.pt
# pinn_step=250000
# pinn_derived_b=True
# approach_velocity_mm_s=208.33
# exit_velocity_mm_s=937.5
# boost_ratio=4.5
# gate_vel_in_1_t_s=0.194
# gate_vel_in_2_t_s=0.29
# gate_entry_t_s=0.386
# gate_cutoff_t_s=0.418
# gate_vel_out_1_t_s=0.482
# gate_vel_out_2_t_s=0.546
t_s,x_mm,y_mm,z_mm,z_along_mm,r_mm,vx_mm_s,vy_mm_s,vz_mm_s,vel_axial_mm_s,current_A,V_cap_V,F_z_mN,F_r_mN,Bz_T,wire_temp_C,triggered,pulse_cut
0.858,-0.0647,217.9058,6.5231,158.4823,1.5723,0.3915,-416.8957,-131.4394,-416.8957,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.86,-0.0647,217.9058,6.5231,158.4823,1.5723,0.3915,-416.8957,-131.4394,-416.8957,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.862,-0.0647,217.9058,6.5231,158.4823,1.5723,0.3915,-416.8957,-131.4394,-416.8957,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.864,-0.0647,217.9058,6.5231,158.4823,1.5723,0.3915,-416.8957,-131.4394,-416.8957,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.866,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.868,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.87,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.872,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.874,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.876,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.878,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.88,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.882,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.884,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.886,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.888,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.89,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.892,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.894,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.896,-0.0678,203.3906,3.7082,143.9671,1.3504,0.4472,-477.2779,-20.8782,-477.2779,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.898,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.9,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.902,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.904,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.906,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.908,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.91,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.912,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.914,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.916,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.918,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.92,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.922,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.924,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.926,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.928,-0.0653,188.0512,3.5552,128.6277,1.4967,0.2638,-479.4944,0.005,-479.4944,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.93,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.932,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.934,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.936,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.938,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.94,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.942,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.944,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.946,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.948,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.95,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.952,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.954,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.956,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.958,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.96,-0.0651,172.7145,3.5552,113.291,1.4966,-0.0028,-479.1352,-0.0001,-479.1352,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.962,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.964,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.966,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.968,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.97,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.972,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.974,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.976,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.978,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.98,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.982,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.984,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.986,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.988,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.99,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.992,-0.0658,157.3893,3.5552,97.9658,1.4968,0.0689,-478.7659,0.0013,-478.7659,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.994,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.996,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
0.998,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.0,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.002,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.004,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.006,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.008,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.01,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.012,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.014,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.016,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.018,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.02,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.022,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.024,-0.0655,142.0751,3.5552,82.6516,1.4968,-0.156,-478.4064,-0.0029,-478.4064,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.026,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.028,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.03,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.032,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.034,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.036,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.038,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.04,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.042,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.044,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.046,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.048,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.05,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.052,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.054,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
1.056,-0.0673,126.7721,3.5553,67.3486,1.4972,-0.5713,-478.0602,0.0505,-478.0602,0.0,-0.0,0.0,0.0,0.0,24.662,1,1
